Experiment,Sample,Cells,Input_replicate,Input_adapter_1,Input_adapter_2,Input_fastq_1,Input_fastq_2,CLIP_replicate,CLIP_adapter_1,CLIP_adapter_2,CLIP_fastq_1,CLIP_fastq_2,Accession,Barcode 1,Barcode 2,RBP
FXR2_K562_ENCSR224QWC,FXR2_K562_ENCSR224QWC,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF277PAA.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF508IIT.fastq.gz,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF390XNM.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF179VQL.fastq.gz,ENCSR224QWC,A03,G07,FXR2
GRWD1_K562_ENCSR999YGP,GRWD1_K562_ENCSR999YGP,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF398EKK.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF214CCK.fastq.gz,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF248ZFV.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF569HJH.fastq.gz,ENCSR999YGP,A03,G07,GRWD1
HNRNPC_K562_ENCSR249ROI,HNRNPC_K562_ENCSR249ROI,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF309BBY.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF143NLE.fastq.gz,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF734JPC.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF149LRA.fastq.gz,ENCSR249ROI,A03,G07,HNRNPC
HNRNPK_K562_ENCSR268ETU,HNRNPK_K562_ENCSR268ETU,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF223QBU.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF280QZL.fastq.gz,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF335HRO.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF900FEK.fastq.gz,ENCSR268ETU,A03,G07,HNRNPK
KHDRBS1_K562_ENCSR628IDK,KHDRBS1_K562_ENCSR628IDK,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF413EEC.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF949DMR.fastq.gz,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF651RTO.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF947CCD.fastq.gz,ENCSR628IDK,A03,G07,KHDRBS1
LSM11_K562_ENCSR022BVV,LSM11_K562_ENCSR022BVV,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF122YZY.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF308SPS.fastq.gz,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF924IHY.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF203JSP.fastq.gz,ENCSR022BVV,A03,G07,LSM11
MATR3_K562_ENCSR440SUX,MATR3_K562_ENCSR440SUX,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF401KWK.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF230VBS.fastq.gz,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF991YSW.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF806OBL.fastq.gz,ENCSR440SUX,A03,G07,MATR3
NCBP2_K562_ENCSR484LTQ,NCBP2_K562_ENCSR484LTQ,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF184DBI.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF093FNE.fastq.gz,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF205RFL.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF608TLJ.fastq.gz,ENCSR484LTQ,A03,G07,NCBP2
NIPBL_K562_ENCSR891RIC,NIPBL_K562_ENCSR891RIC,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF283GNU.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF835HJQ.fastq.gz,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF742IAV.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF022RTU.fastq.gz,ENCSR891RIC,A03,G07,NIPBL
PABPC4_K562_ENCSR958FKZ,PABPC4_K562_ENCSR958FKZ,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF611LDZ.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF371WFK.fastq.gz,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF662IWF.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF440SQF.fastq.gz,ENCSR958FKZ,A03,G07,PABPC4
PCBP1_K562_ENCSR922WJV,PCBP1_K562_ENCSR922WJV,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF998SFM.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF747VRT.fastq.gz,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF010ECT.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF795GKY.fastq.gz,ENCSR922WJV,A03,G07,PCBP1
PUM1_K562_ENCSR308YNT,PUM1_K562_ENCSR308YNT,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF475RBN.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF294VPI.fastq.gz,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF046QBX.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF353ZJC.fastq.gz,ENCSR308YNT,A03,G07,PUM1
PUM2_K562_ENCSR661ICQ,PUM2_K562_ENCSR661ICQ,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF616FCF.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF495ZPY.fastq.gz,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF956TOZ.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF133DNM.fastq.gz,ENCSR661ICQ,A03,G07,PUM2
PUS1_K562_ENCSR291XPT,PUS1_K562_ENCSR291XPT,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF339KXC.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF586BVD.fastq.gz,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF906EMD.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF479SQA.fastq.gz,ENCSR291XPT,A03,G07,PUS1
RPS11_K562_ENCSR269AJF,RPS11_K562_ENCSR269AJF,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF431WVH.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF159ANK.fastq.gz,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF268WIE.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF449AWG.fastq.gz,ENCSR269AJF,A03,G07,RPS11
SDAD1_K562_ENCSR906ZJF,SDAD1_K562_ENCSR906ZJF,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF863JKQ.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF953KYZ.fastq.gz,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF012LSN.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF019OYM.fastq.gz,ENCSR906ZJF,A03,G07,SDAD1
SF3B1_K562_ENCSR133QEA,SF3B1_K562_ENCSR133QEA,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF231PYQ.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF185ZHX.fastq.gz,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF351MRH.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF763CZN.fastq.gz,ENCSR133QEA,A03,G07,SF3B1
SMNDC1_K562_ENCSR658IQB,SMNDC1_K562_ENCSR658IQB,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF981COP.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF842VFC.fastq.gz,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF317RZD.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF457GTR.fastq.gz,ENCSR658IQB,A03,G07,SMNDC1
SSB_K562_ENCSR356MSW,SSB_K562_ENCSR356MSW,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF830PVF.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF642QNB.fastq.gz,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF734LCT.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF677KYJ.fastq.gz,ENCSR356MSW,A03,G07,SSB
SUPV3L1_K562_ENCSR580OFI,SUPV3L1_K562_ENCSR580OFI,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF808KHS.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF936WEJ.fastq.gz,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF171KZO.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF126HSF.fastq.gz,ENCSR580OFI,A03,G07,SUPV3L1
UPF1_K562_ENCSR456ASB,UPF1_K562_ENCSR456ASB,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF210JCS.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF519MAY.fastq.gz,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF170KCT.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF493EKO.fastq.gz,ENCSR456ASB,A03,G07,UPF1
UTP18_K562_ENCSR964VOX,UTP18_K562_ENCSR964VOX,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF372JTR.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF315ECX.fastq.gz,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF656OVN.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF795DXS.fastq.gz,ENCSR964VOX,A03,G07,UTP18
UTP3_K562_ENCSR734ZHL,UTP3_K562_ENCSR734ZHL,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF352XFW.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF850GVH.fastq.gz,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF037SFC.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF085FSS.fastq.gz,ENCSR734ZHL,A03,G07,UTP3
WDR3_K562_ENCSR202HKN,WDR3_K562_ENCSR202HKN,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF639TBT.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF505OPV.fastq.gz,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF915BUQ.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF270QTE.fastq.gz,ENCSR202HKN,A03,G07,WDR3
ZC3H11A_K562_ENCSR712IAG,ZC3H11A_K562_ENCSR712IAG,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF394SQZ.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF721JZR.fastq.gz,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF696WFR.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF730ZZF.fastq.gz,ENCSR712IAG,A03,G07,ZC3H11A
ZC3H8_K562_ENCSR181NRW,ZC3H8_K562_ENCSR181NRW,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF472ZEH.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF903ROZ.fastq.gz,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF411LMS.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF222OHT.fastq.gz,ENCSR181NRW,A03,G07,ZC3H8
ZNF800_K562_ENCSR586DGV,ZNF800_K562_ENCSR586DGV,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF369AIZ.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF034ROO.fastq.gz,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF737XQX.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF631INY.fastq.gz,ENCSR586DGV,A03,G07,ZNF800
AATF_K562_ENCSR819XBT,AATF_K562_ENCSR819XBT,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF934QLS.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF440KLK.fastq.gz,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A04_F05.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF268XIQ.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF647ZMG.fastq.gz,ENCSR819XBT,A04,F05,AATF
FAM120A_K562_ENCSR006OEQ,FAM120A_K562_ENCSR006OEQ,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF161YHF.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF897LLL.fastq.gz,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A04_F05.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF352HXC.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF094VBR.fastq.gz,ENCSR006OEQ,A04,F05,FAM120A
FXR1_K562_ENCSR774RFN,FXR1_K562_ENCSR774RFN,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF608BOA.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF742KQJ.fastq.gz,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A04_F05.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF004KTT.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF205KCE.fastq.gz,ENCSR774RFN,A04,F05,FXR1
